34	5	5	2	1	1	2	1	0	0	2	0	2	2	0	0	10	0	10	12	0	0	0	0	0	0	14
35	6	5	2	1	1	2	1	0	0	1	1	2	2	0	0	5	6	2	0	0	0	0	0	0	0	15
36	6	6	2	1	1	2	1	0	0	0	2	2	2	0	0	0	12	12	14	0	0	0	0	0	0	16
37	3	3	3	1	1	2	0	3	0	0	0	2	0	9	0	0	0	6	8	9	0	30	0	0	0	11
38	4	3	3	1	1	2	0	2	1	0	0	2	0	6	4	0	0	6	8	0	0	0	0	0	0	12
39	5	3	3	1	1	2	0	2	0	1	0	2	0	6	0	5	0	6	8	0	0	0	0	0	0	13
40	6	3	3	1	1	2	0	2	0	0	1	2	0	6	0	0	6	6	8	0	0	0	0	0	0	14
41	4	4	3	1	1	2	0	1	2	0	0	2	0	3	8	0	0	8	10	0	0	0	0	0	0	13
42	5	4	3	1	1	2	0	1	1	1	0	2	0	3	4	5	0	2	0	0	0	0	0	0	0	14
43	6	4	3	1	1	2	0	1	1	0	1	2	0	3	4	0	6	2	0	0	0	0	0	0	0	15
44	5	5	3	1	1	2	0	1	0	2	0	2	0	3	0	10	0	10	12	0	0	0	0	0	0	15
45	6	5	3	1	1	2	0	1	0	1	1	2	0	3	0	5	6	2	0	0	0	0	0	0	0	16
46	6	6	3	1	1	2	0	1	0	0	2	2	0	3	0	0	12	12	14	0	0	0	0	0	0	17
47	4	4	4	1	1	2	0	0	3	0	0	2	0	0	12	0	0	8	10	12	0	30	0	0	0	14
48	5	4	4	1	1	2	0	0	2	1	0	2	0	0	8	5	0	8	10	0	0	0	0	0	0	15
49	6	4	4	1	1	2	0	0	2	0	1	2	0	0	8	0	6	8	10	0	0	0	0	0	0	16
50	5	5	4	1	1	2	0	0	1	2	0	2	0	0	4	10	0	10	12	0	0	0	0	0	0	16
51	6	5	4	1	1	2	0	0	1	1	1	2	0	0	4	5	6	2	0	0	0	0	0	0	0	17
52	6	6	4	1	1	2	0	0	1	0	2	2	0	0	4	0	12	12	14	0	0	0	0	0	0	18
53	5	5	5	1	1	2	0	0	0	3	0	2	0	0	0	15	0	10	12	15	0	30	0	0	0	17
54	6	5	5	1	1	2	0	0	0	2	1	2	0	0	0	10	6	10	12	0	0	0	0	0	0	18
55	6	6	5	1	1	2	0	0	0	1	2	2	0	0	0	5	12	12	14	0	0	0	0	0	0	19
56	6	6	6	1	1	2	0	0	0	0	3	2	0	0	0	0	18	12	14	18	0	30	0	0	0	20
57	2	2	2	2	1	1	4	0	0	0	0	1	8	0	0	0	0	4	0	6	8	0	0	0	0	9
58	3	2	2	2	1	1	3	1	0	0	0	1	6	3	0	0	0	4	0	6	0	0	0	0	0	10
59	4	2	2	2	1	1	3	0	1	0	0	1	6	0	4	0	0	4	0	6	0	0	0	0	0	11
60	5	2	2	2	1	1	3	0	0	1	0	1	6	0	0	5	0	4	0	6	0	0	0	0	0	12
61	6	2	2	2	1	1	3	0	0	0	1	1	6	0	0	0	6	4	0	6	0	0	0	0	0	13
62	3	3	2	2	1	1	2	2	0	0	0	1	4	6	0	0	0	6	10	0	0	0	0	0	0	11
63	4	3	2	2	1	1	2	1	1	0	0	1	4	3	4	0	0	4	0	0	0	0	25	0	0	12
64	5	3	2	2	1	1	2	1	0	1	0	1	4	3	0	5	0	4	0	0	0	0	0	0	0	13
65	6	3	2	2	1	1	2	1	0	0	1	1	4	3	0	0	6	4	0	0	0	0	0	0	0	14
66	4	4	2	2	1	1	2	0	2	0	0	1	4	0	8	0	0	8	12	0	0	0	0	0	0	13
67	5	4	2	2	1	1	2	0	1	1	0	1	4	0	4	5	0	4	0	0	0	0	0	0	0	14
68	6	4	2	2	1	1	2	0	1	0	1	1	4	0	4	0	6	4	0	0	0	0	0	0	0	15
69	5	5	2	2	1	1	2	0	0	2	0	1	4	0	0	10	0	10	14	0	0	0	0	0	0	15
70	6	5	2	2	1	1	2	0	0	1	1	1	4	0	0	5	6	4	0	0	0	0	0	0	0	16
71	6	6	2	2	1	1	2	0	0	0	2	1	4	0	0	0	12	12	16	0	0	0	0	0	0	17
